Date,Chain,Postcode,Category,Total Units,Total cost per unit,Prices,,
01/01/2016,Adidas,6030,Juniors,2,7.50,8.00,,
01/01/2016,Adidas,6109,Juniors,9,9.92,10.03,,
01/01/2016,Nike,4053,Groceries,1,0.99,1.86,,
01/01/2016,Adidas,2158,Kids,2,5.00,5.41,,
01/01/2016,Adidas,5607,Accessories,25,5.70,5.73,,
01/01/2016,Nike,2067,Accessories,45,0.98,1.00,,
01/01/2016,Nike,4053,Accessories,1,0.25,1.00,,
01/01/2016,Adidas,4700,Groceries,5,2.40,2.55,,
01/01/2016,Adidas,870,Groceries,28,1.94,1.96,,
01/01/2016,Adidas,6109,Groceries,12,1.77,1.82,,
01/01/2016,Nike,2116,Groceries,1,1.79,2.31,,
01/01/2016,Adidas,4680,Juniors,2,12.50,12.76,,
01/01/2016,Adidas,6112,Womens,14,2.93,2.97,,
01/01/2016,Nike,2795,Womens,1,1.00,1.50,,
01/01/2016,Adidas,3500,Shoes,1,12.00,12.50,,
01/01/2016,Adidas,4012,Kids,3,4.33,4.50,,
01/01/2016,Adidas,7250,Shoes,1,12.00,12.50,,
01/01/2016,Nike,2020,Kids,3,2.20,2.34,,
01/01/2016,Adidas,4740,Groceries,13,1.51,1.54,,
01/01/2016,Nike,2800,Juniors,10,3.40,3.43,,
01/01/2016,Adidas,3134,Juniors,1,10.00,10.25,,
01/01/2016,Nike,3066,Accessories,-1,0.49,0.28,,
01/01/2016,Nike,2560,Accessories,32,0.99,1.00,,
01/01/2016,Adidas,7250,Groceries,7,2.14,2.17,,
01/01/2016,Adidas,3136,Hosiery,8,0.25,0.27,,
01/01/2016,Adidas,2131,Groceries,38,2.20,2.20,,
01/01/2016,Nike,3551,Kids,57,2.17,2.17,,
01/01/2016,Nike,2617,Home,24,3.00,3.00,,
01/01/2016,Nike,4551,Hosiery,3,0.99,1.00,,
01/01/2016,Nike,3353,Juniors,17,7.82,7.82,,
01/01/2016,Adidas,2131,Womens,50,3.13,3.13,,
01/01/2016,Adidas,4870,Groceries,10,1.70,1.70,,
01/01/2016,Nike,2350,Juniors,4,10.00,10.01,,
01/01/2016,Nike,3353,Accessories,4,2.00,2.01,,
01/01/2016,Adidas,3977,Womens,3,15.00,15.00,,
01/01/2016,Adidas,3134,Juniors,6,4.17,4.17,,
01/01/2016,Adidas,5343,Juniors,5,8.40,8.40,,
01/01/2016,Nike,2015,Hosiery,3,1.00,1.00,,
01/01/2016,Adidas,2120,Mens,1,7.00,7.00,,
01/01/2016,Adidas,2141,Shoes,1,20.00,20.00,,
01/01/2016,Adidas,2158,Groceries,1,2.00,2.00,,
01/01/2016,Nike,2350,Kids,2,3.00,3.00,,
01/01/2016,Nike,2350,Hosiery,27,0.50,0.50,,
01/01/2016,Nike,2560,Equipment,1,1.00,1.00,,
01/01/2016,Nike,2617,Hosiery,5,1.00,1.00,,
01/01/2016,Nike,2830,Accessories,1,1.00,1.00,,
01/01/2016,Nike,3066,Accessories,1,1.00,1.00,,
01/01/2016,Nike,3076,Kids,2,1.00,1.00,,
01/01/2016,Adidas,3134,Womens,1,10.00,10.00,,
01/01/2016,Adidas,3136,Juniors,1,5.00,5.00,,
01/01/2016,Nike,3148,Accessories,2,1.00,1.00,,
01/01/2016,Nike,3551,Accessories,4,1.00,1.00,,
01/01/2016,Adidas,3630,Womens,6,5.00,5.00,,
01/01/2016,Nike,4053,Shoes,1,1.00,1.00,,
01/01/2016,Nike,4068,Mens,5,0.50,0.50,,
01/01/2016,Nike,4068,Shoes,2,1.00,1.00,,
01/01/2016,Nike,4119,Mens,2,5.00,5.00,,
01/01/2016,Adidas,4570,Womens,30,5.00,5.00,,
01/01/2016,Adidas,4700,Womens,5,3.00,3.00,,
01/01/2016,Adidas,4700,Mens,1,7.00,7.00,,
01/01/2016,Adidas,5082,Hosiery,13,1.00,1.00,,
01/01/2016,Adidas,6052,Womens,2,10.00,10.00,,
01/01/2016,Adidas,6112,Hosiery,1,1.00,1.00,,
01/01/2016,Adidas,7010,Mens,1,7.00,7.00,,
01/01/2016,Adidas,3131,Shoes,1,2.01,2.00,,
01/01/2016,Adidas,6021,Groceries,6,1.33,1.31,,
01/01/2016,Nike,2800,Groceries,1,1.99,1.86,,
01/01/2016,Adidas,3630,Accessories,1,0.49,0.28,,
01/01/2016,Adidas,3931,Accessories,1,0.49,0.28,,
01/01/2016,Adidas,4305,Accessories,1,0.49,0.28,,
01/01/2016,Adidas,4703,Accessories,1,0.49,0.28,,
01/01/2016,Adidas,7320,Juniors,9,12.66,12.64,,
01/01/2016,Nike,2650,Womens,1,3.00,2.75,,
01/01/2016,Nike,4558,Hosiery,1,0.50,0.25,,
01/01/2016,Adidas,5082,Accessories,5,3.00,2.95,,
01/01/2016,Adidas,5168,Womens,1,3.00,2.74,,
01/01/2016,Adidas,2120,Groceries,8,2.94,2.90,,
01/01/2016,Adidas,3030,Groceries,12,5.00,4.98,,
01/01/2016,Adidas,6010,Womens,1,1.00,0.67,,
01/01/2016,Adidas,5169,Groceries,10,1.70,1.67,,
01/01/2016,Adidas,3690,Groceries,2,2.00,1.80,,
01/01/2016,Adidas,5043,Juniors,24,9.71,9.69,,
01/01/2016,Adidas,2064,Groceries,13,2.92,2.88,,
01/01/2016,Nike,2560,Accessories,1,4.99,4.50,,
01/01/2016,Nike,2830,Hosiery,1,1.99,1.50,,
01/01/2016,Nike,3018,Accessories,1,1.99,1.50,,
01/01/2016,Adidas,3690,Womens,26,3.42,3.40,,
01/01/2016,Nike,3076,Womens,12,7.58,7.54,,
01/01/2016,Nike,2067,Kids,1,5.00,4.50,,
01/01/2016,Nike,2560,Mens,1,1.00,0.50,,
01/01/2016,Adidas,3977,Womens,1,3.00,2.50,,
01/01/2016,Adidas,4220,Kids,1,5.00,4.50,,
01/01/2016,Adidas,6010,Womens,1,3.00,2.50,,
01/01/2016,Adidas,7010,Kids,1,5.00,4.50,,
01/01/2016,Adidas,3179,Groceries,14,0.99,0.95,,
01/01/2016,Adidas,6052,Groceries,14,3.71,3.67,,
01/01/2016,Adidas,7010,Kids,1,5.99,5.40,,
01/01/2016,Adidas,5290,Accessories,3,0.49,0.28,,
01/01/2016,Adidas,3136,Groceries,15,1.79,1.75,,
01/01/2016,Adidas,4566,Mens,1,1.00,0.35,,
01/01/2016,Nike,2541,Juniors,1,4.49,3.80,,
01/01/2016,Adidas,3630,Groceries,12,2.54,2.48,,
01/01/2016,Nike,3076,Home,1,0.99,0.25,,
01/01/2016,Nike,4558,Equipment,5,1.40,1.25,,
01/01/2016,Nike,2560,Kids,1,2.00,1.25,,
01/01/2016,Adidas,4703,Juniors,3,3.67,3.42,,
01/01/2016,Nike,3550,Juniors,2,6.51,6.13,,
01/01/2016,Adidas,2539,Groceries,27,1.09,1.06,,
01/01/2016,Adidas,5169,Equipment,1,1.67,0.90,,
01/01/2016,Nike,2795,Kids,1,2.49,1.71,,
01/01/2016,Adidas,4570,Groceries,4,1.02,0.83,,
01/01/2016,Nike,6330,Kids,1,2.49,1.71,,
01/01/2016,Nike,6280,Kids,35,2.88,2.86,,
01/01/2016,Adidas,2478,Accessories,4,0.49,0.28,,
01/01/2016,Nike,2795,Accessories,4,0.49,0.28,,
01/01/2016,Nike,3551,Accessories,4,0.49,0.28,,
01/01/2016,Nike,2795,Kids,1,2.99,2.08,,
01/01/2016,Adidas,4825,Groceries,15,0.77,0.71,,
01/01/2016,Adidas,4305,Kids,4,1.75,1.51,,
01/01/2016,Nike,6280,Hosiery,2,0.99,0.50,,
01/01/2016,Adidas,2485,Juniors,8,5.50,5.38,,
01/01/2016,Nike,2650,Hosiery,9,1.11,1.00,,
01/01/2016,Adidas,3179,Hosiery,21,1.05,1.00,,
01/01/2016,Adidas,3500,Hosiery,3,1.33,1.00,,
01/01/2016,Adidas,3690,Accessories,1,2.99,2.00,,
01/01/2016,Nike,4215,Womens,11,10.09,10.00,,
01/01/2016,Nike,4551,Juniors,1,5.99,5.00,,
01/01/2016,Adidas,4680,Accessories,1,2.99,2.00,,
01/01/2016,Adidas,4703,Juniors,1,5.99,5.00,,
01/01/2016,Adidas,6109,Accessories,2,2.50,2.01,,
01/01/2016,Nike,6280,Hosiery,5,1.20,1.00,,
01/01/2016,Nike,2067,Womens,10,8.80,8.70,,
01/01/2016,Adidas,6027,Juniors,6,6.83,6.67,,
01/01/2016,Nike,2015,Equipment,2,1.00,0.50,,
01/01/2016,Nike,2020,Juniors,2,10.50,10.00,,
01/01/2016,Nike,2067,Kids,1,4.00,3.00,,
01/01/2016,Nike,2480,Equipment,2,1.00,0.50,,
01/01/2016,Adidas,2790,Kids,1,4.00,3.00,,
01/01/2016,Nike,2830,Kids,2,3.00,2.50,,
01/01/2016,Adidas,3179,Mens,2,5.50,5.00,,
01/01/2016,Nike,4551,Accessories,1,7.00,6.00,,
01/01/2016,Adidas,5168,Kids,1,4.00,3.00,,
01/01/2016,Adidas,6027,Kids,2,5.00,4.50,,
01/01/2016,Adidas,7250,Juniors,2,5.00,4.50,,
01/01/2016,Adidas,3500,Womens,9,3.94,3.83,,
01/01/2016,Adidas,2790,Equipment,1,1.99,0.90,,
01/01/2016,Nike,3076,Womens,11,4.73,4.63,,
01/01/2016,Adidas,2064,Accessories,6,0.47,0.29,,
01/01/2016,Nike,2617,Womens,5,6.20,5.98,,
01/01/2016,Adidas,4680,Groceries,13,0.97,0.88,,
01/01/2016,Adidas,5011,Groceries,14,1.85,1.77,,
01/01/2016,Adidas,5607,Juniors,6,2.95,2.75,,
01/01/2016,Nike,2067,Womens,1,5.00,3.75,,
01/01/2016,Adidas,2485,Home,1,2.50,1.25,,
01/01/2016,Nike,2800,Womens,1,10.00,8.75,,
01/01/2016,Adidas,3500,Equipment,1,5.00,3.75,,
01/01/2016,Nike,4068,Kids,1,10.00,8.75,,
01/01/2016,Adidas,6027,Accessories,2,10.00,9.38,,
01/01/2016,Adidas,7018,Womens,5,5.00,4.75,,
01/01/2016,Adidas,2485,Groceries,17,2.84,2.77,,
01/01/2016,Adidas,3030,Accessories,6,0.49,0.28,,
01/01/2016,Nike,4558,Mens,1,4.00,2.74,,
01/01/2016,Adidas,3280,Kids,2,2.00,1.35,,
01/01/2016,Adidas,4700,Kids,2,2.00,1.35,,
01/01/2016,Nike,4509,Kids,1,3.49,2.08,,
01/01/2016,Adidas,3931,Juniors,28,6.36,6.31,,
01/01/2016,Adidas,4703,Juniors,6,10.99,10.75,,
01/01/2016,Nike,2020,Juniors,7,5.71,5.50,,
01/01/2016,Nike,4215,Womens,1,2.99,1.50,,
01/01/2016,Adidas,4680,Womens,1,7.99,6.50,,
01/01/2016,Adidas,3030,Womens,1,5.00,3.50,,
01/01/2016,Nike,3076,Kids,2,2.00,1.25,,
01/01/2016,Adidas,3179,Kids,1,2.00,0.50,,
01/01/2016,Adidas,3630,Womens,1,5.00,3.50,,
01/01/2016,Adidas,3630,Kids,1,4.00,2.50,,
01/01/2016,Adidas,6450,Hosiery,2,3.00,2.25,,
01/01/2016,Adidas,7250,Kids,1,2.00,0.50,,
01/01/2016,Adidas,3630,Home,1,3.99,2.40,,
01/01/2016,Adidas,4825,Hosiery,27,1.15,1.09,,
01/01/2016,Adidas,2131,Kids,1,2.00,0.40,,
01/01/2016,Adidas,2539,Kids,1,2.00,0.40,,
01/01/2016,Adidas,5168,Kids,1,2.00,0.40,,
01/01/2016,Nike,6330,Mens,1,1.99,0.35,,
01/01/2016,Nike,6330,Kids,1,2.99,1.33,,
01/01/2016,Nike,2830,Accessories,8,0.49,0.28,,
01/01/2016,Nike,2560,Groceries,1,1.99,0.28,,
01/01/2016,Nike,2067,Accessories,1,2.99,1.25,,
01/01/2016,Nike,2116,Equipment,1,2.99,1.25,,
01/01/2016,Nike,4119,Home,1,1.99,0.25,,
01/01/2016,Adidas,4870,Kids,1,3.00,1.25,,
01/01/2016,Adidas,5168,Accessories,9,2.33,2.14,,
01/01/2016,Adidas,5343,Home,1,3.50,1.75,,
01/01/2016,Adidas,6027,Kids,1,3.00,1.25,,
01/01/2016,Nike,6330,Equipment,1,3.50,1.75,,
01/01/2016,Adidas,6052,Kids,1,5.99,4.15,,
01/01/2016,Adidas,6109,Equipment,2,1.83,0.91,,
01/01/2016,Adidas,6725,Accessories,9,0.49,0.28,,
01/01/2016,Nike,2560,Kids,29,1.94,1.87,,
01/01/2016,Nike,4551,Hosiery,4,0.99,0.50,,
01/01/2016,Adidas,6027,Shoes,5,8.60,8.21,,
01/01/2016,Adidas,6725,Groceries,10,4.20,4.00,,
01/01/2016,Nike,2067,Accessories,2,1.99,1.00,,
01/01/2016,Adidas,2485,Kids,11,2.18,2.00,,
01/01/2016,Nike,2617,Hosiery,10,1.20,1.00,,
01/01/2016,Nike,3076,Accessories,2,2.99,2.00,,
01/01/2016,Adidas,6030,Groceries,13,1.44,1.29,,
01/01/2016,Nike,2067,Mens,1,3.99,2.00,,
01/01/2016,Adidas,2609,Home,1,7.99,6.00,,
01/01/2016,Adidas,2609,Home,1,7.99,6.00,,
01/01/2016,Nike,2800,Juniors,1,4.99,3.00,,
01/01/2016,Adidas,3030,Home,1,7.99,6.00,,
01/01/2016,Adidas,3134,Hosiery,1,4.99,3.00,,
01/01/2016,Nike,4068,Equipment,11,2.18,2.00,,
01/01/2016,Adidas,4870,Home,1,7.99,6.00,,
01/01/2016,Adidas,5011,Home,1,7.99,6.00,,
01/01/2016,Adidas,6109,Home,1,7.99,6.00,,
01/01/2016,Nike,6330,Shoes,1,2.99,1.00,,
01/01/2016,Adidas,6021,Womens,6,3.17,2.84,,
01/01/2016,Adidas,870,Mens,1,7.00,5.00,,
01/01/2016,Adidas,870,Kids,1,5.00,3.00,,
01/01/2016,Adidas,2131,Mens,1,7.00,5.00,,
01/01/2016,Nike,2541,Equipment,4,1.00,0.50,,
01/01/2016,Nike,2560,Juniors,7,6.71,6.42,,
01/01/2016,Adidas,2790,Womens,4,3.00,2.50,,
01/01/2016,Nike,3018,Shoes,1,3.00,1.00,,
01/01/2016,Nike,3551,Womens,2,5.00,4.00,,
01/01/2016,Adidas,4870,Shoes,1,4.00,2.00,,
01/01/2016,Adidas,6010,Kids,2,4.00,3.00,,
01/01/2016,Adidas,7320,Mens,1,7.00,5.00,,
01/01/2016,Adidas,7320,Kids,1,5.00,3.00,,
01/01/2016,Adidas,4012,Womens,3,3.20,2.50,,
01/01/2016,Nike,4558,Kids,1,3.99,1.89,,
01/01/2016,Adidas,4570,Hosiery,1,5.99,3.83,,
01/01/2016,Adidas,4012,Equipment,2,1.99,0.90,,
01/01/2016,Adidas,5011,Equipment,2,1.99,0.90,,
01/01/2016,Nike,3550,Kids,2,3.00,1.90,,
01/01/2016,Nike,4215,Home,3,0.99,0.25,,
01/01/2016,Adidas,3280,Groceries,42,2.89,2.84,,
01/01/2016,Nike,2116,Accessories,1,5.99,3.75,,
01/01/2016,Adidas,4012,Juniors,1,12.99,10.75,,
01/01/2016,Adidas,7018,Juniors,1,4.99,2.75,,
01/01/2016,Adidas,2478,Kids,1,4.00,1.75,,
01/01/2016,Nike,4551,Mens,-1,2.00,4.25,,
01/01/2016,Nike,2067,Mens,1,5.00,2.74,,
01/01/2016,Adidas,3500,Juniors,1,5.00,2.74,,
01/01/2016,Adidas,5011,Juniors,1,5.00,2.74,,
01/01/2016,Adidas,3179,Juniors,1,7.28,5.00,,
01/01/2016,Adidas,3136,Kids,3,2.67,1.90,,
01/01/2016,Nike,2650,Accessories,11,0.49,0.28,,
01/01/2016,Adidas,3131,Accessories,84,4.08,4.05,,
01/01/2016,Adidas,3179,Womens,1,4.61,2.25,,
01/01/2016,Nike,2830,Groceries,5,1.49,1.00,,
01/01/2016,Nike,4215,Accessories,5,1.49,1.00,,
01/01/2016,Nike,6280,Accessories,1,2.99,0.50,,
01/01/2016,Nike,2015,Accessories,1,4.50,2.00,,
01/01/2016,Nike,3551,Kids,5,1.00,0.50,,
01/01/2016,Adidas,3931,Home,2,2.50,1.25,,
01/01/2016,Adidas,4655,Home,2,3.50,2.25,,
01/01/2016,Adidas,3429,Groceries,10,1.80,1.54,,
01/01/2016,Nike,3551,Accessories,1,3.99,1.40,,
01/01/2016,Adidas,2609,Equipment,3,1.77,0.90,,
01/01/2016,Adidas,4570,Equipment,3,1.77,0.90,,
01/01/2016,Nike,3076,Womens,40,2.27,2.20,,
01/01/2016,Adidas,2790,Juniors,13,10.88,10.67,,
01/01/2016,Nike,2480,Groceries,5,0.99,0.45,,
01/01/2016,Adidas,6010,Groceries,23,2.78,2.66,,
01/01/2016,Adidas,5011,Kids,1,3.99,1.25,,
01/01/2016,Nike,2541,Kids,2,3.49,2.08,,
01/01/2016,Adidas,4703,Groceries,22,3.27,3.14,,
01/01/2016,Nike,3551,Kids,12,2.74,2.50,,
01/01/2016,Nike,3551,Womens,50,2.91,2.85,,
01/01/2016,Adidas,3134,Womens,7,3.13,2.71,,
01/01/2016,Nike,2116,Accessories,6,1.49,1.00,,
01/01/2016,Nike,4558,Accessories,6,1.49,1.00,,
01/01/2016,Adidas,5043,Accessories,14,0.49,0.28,,
01/01/2016,Nike,2541,Kids,8,3.87,3.50,,
01/01/2016,Nike,2480,Juniors,6,6.50,6.01,,
01/01/2016,Nike,2541,Hosiery,13,1.23,1.00,,
01/01/2016,Nike,3018,Home,2,2.99,1.50,,
01/01/2016,Nike,3550,Home,2,2.99,1.50,,
01/01/2016,Nike,4053,Juniors,5,6.60,6.00,,
01/01/2016,Nike,4551,Kids,2,12.99,11.50,,
01/01/2016,Adidas,4825,Womens,2,7.99,6.50,,
01/01/2016,Adidas,4825,Womens,3,15.99,15.00,,
01/01/2016,Nike,2031,Mens,2,7.50,6.01,,
01/01/2016,Adidas,3179,Womens,5,15.60,15.00,,
01/01/2016,Adidas,4566,Groceries,1,6.99,4.00,,
01/01/2016,Nike,2020,Kids,6,5.00,4.50,,
01/01/2016,Adidas,2539,Kids,3,4.00,3.00,,
01/01/2016,Nike,3018,Womens,3,16.67,15.67,,
01/01/2016,Adidas,3134,Womens,1,7.00,4.00,,
01/01/2016,Nike,4215,Accessories,3,2.00,1.00,,
01/01/2016,Adidas,5169,Womens,32,3.09,3.00,,
01/01/2016,Adidas,6109,Kids,3,4.00,3.00,,
01/01/2016,Nike,3076,Kids,6,3.50,3.00,,
01/01/2016,Nike,4053,Juniors,10,9.89,9.59,,
01/01/2016,Nike,6330,Groceries,2,1.99,0.45,,
01/01/2016,Nike,2541,Kids,4,2.49,1.71,,
01/01/2016,Adidas,4655,Accessories,9,2.44,2.08,,
01/01/2016,Nike,3076,Kids,1,6.99,3.75,,
01/01/2016,Adidas,6027,Womens,1,7.99,4.75,,
01/01/2016,Adidas,2609,Womens,2,4.00,2.38,,
01/01/2016,Nike,2800,Mens,5,1.00,0.35,,
01/01/2016,Adidas,3280,Juniors,1,5.99,2.74,,
01/01/2016,Adidas,4012,Juniors,13,3.00,2.75,,
01/01/2016,Adidas,4680,Kids,1,7.00,3.75,,
01/01/2016,Adidas,4700,Womens,1,7.00,3.75,,
01/01/2016,Adidas,2141,Womens,2,5.00,3.37,,
01/01/2016,Adidas,3136,Kids,3,2.99,1.90,,
01/01/2016,Nike,6280,Groceries,3,4.99,3.90,,
01/01/2016,Adidas,5169,Juniors,2,5.50,3.86,,
01/01/2016,Adidas,3136,Home,6,1.83,1.28,,
01/01/2016,Nike,4558,Kids,2,2.99,1.33,,
01/01/2016,Adidas,6027,Groceries,22,1.63,1.48,,
01/01/2016,Adidas,4703,Accessories,20,3.90,3.73,,
01/01/2016,Adidas,2750,Juniors,3,9.33,8.18,,
01/01/2016,Nike,2067,Hosiery,2,1.99,0.25,,
01/01/2016,Nike,4068,Equipment,2,2.99,1.25,,
01/01/2016,Adidas,5607,Hosiery,7,1.85,1.35,,
01/01/2016,Adidas,3136,Womens,2,4.49,2.75,,
01/01/2016,Nike,2031,Equipment,1,6.99,3.50,,
01/01/2016,Adidas,2131,Womens,2,6.50,4.76,,
01/01/2016,Adidas,3179,Juniors,2,7.50,5.76,,
01/01/2016,Adidas,3280,Kids,1,7.99,4.50,,
01/01/2016,Nike,3353,Equipment,1,6.99,3.50,,
01/01/2016,Nike,3551,Equipment,1,6.99,3.50,,
01/01/2016,Adidas,3977,Womens,7,3.00,2.50,,
01/01/2016,Adidas,4700,Kids,7,5.00,4.50,,
01/01/2016,Adidas,7320,Groceries,17,1.16,0.95,,
01/01/2016,Nike,4558,Equipment,3,4.99,3.80,,
01/01/2016,Nike,2031,Home,5,0.97,0.25,,
01/01/2016,Nike,2830,Mens,1,4.99,1.34,,
01/01/2016,Adidas,5082,Equipment,5,1.63,0.90,,
01/01/2016,Adidas,4012,Juniors,7,11.28,10.75,,
01/01/2016,Nike,2830,Kids,2,3.49,1.63,,
01/01/2016,Adidas,3136,Equipment,4,1.83,0.90,,
01/01/2016,Nike,4068,Home,5,2.24,1.50,,
01/01/2016,Adidas,2141,Womens,1,5.99,2.25,,
01/01/2016,Adidas,2609,Womens,-1,2.00,5.75,,
01/01/2016,Adidas,7320,Home,3,3.50,2.25,,
01/01/2016,Adidas,4700,Accessories,19,0.48,0.28,,
01/01/2016,Nike,2617,Equipment,16,2.49,2.25,,
01/01/2016,Nike,2031,Accessories,8,1.49,1.00,,
01/01/2016,Adidas,4870,Equipment,4,1.89,0.90,,
01/01/2016,Nike,3550,Accessories,10,2.40,2.00,,
01/01/2016,Adidas,3030,Accessories,49,5.80,5.72,,
01/01/2016,Adidas,2131,Mens,2,3.99,2.00,,
01/01/2016,Adidas,2478,Home,2,7.99,6.00,,
01/01/2016,Adidas,3977,Home,2,7.99,6.00,,
01/01/2016,Adidas,4870,Hosiery,5,2.60,1.80,,
01/01/2016,Adidas,5011,Home,2,7.99,6.00,,
01/01/2016,Adidas,5343,Home,2,7.99,6.00,,
01/01/2016,Adidas,870,Juniors,2,6.50,4.51,,
01/01/2016,Nike,2067,Kids,1,7.99,4.00,,
01/01/2016,Nike,3018,Kids,4,3.75,2.75,,
01/01/2016,Nike,3148,Kids,1,7.99,4.00,,
01/01/2016,Nike,4068,Juniors,1,4.99,1.00,,
01/01/2016,Adidas,4655,Groceries,30,1.42,1.29,,
01/01/2016,Adidas,5168,Juniors,6,11.67,11.01,,
01/01/2016,Nike,3551,Juniors,1,5.00,1.00,,
01/01/2016,Nike,4119,Juniors,1,5.00,1.00,,
01/01/2016,Adidas,5011,Shoes,2,4.00,2.00,,
01/01/2016,Adidas,6030,Juniors,2,3.00,1.00,,
01/01/2016,Adidas,3500,Equipment,4,1.91,0.90,,
01/01/2016,Adidas,4012,Groceries,12,2.23,1.89,,
01/01/2016,Nike,2116,Kids,2,3.99,1.89,,
01/01/2016,Adidas,6030,Hosiery,8,1.37,0.85,,
01/01/2016,Nike,3076,Womens,1,7.99,3.75,,
01/01/2016,Adidas,6052,Womens,3,6.66,5.24,,
01/01/2016,Nike,4551,Mens,1,7.00,2.74,,
01/01/2016,Adidas,6109,Womens,1,7.00,2.74,,
01/01/2016,Adidas,4700,Home,4,2.50,1.43,,
01/01/2016,Adidas,6112,Groceries,6,4.66,3.94,,
01/01/2016,Adidas,3429,Equipment,4,1.99,0.90,,
01/01/2016,Adidas,6010,Equipment,4,1.99,0.90,,
01/01/2016,Nike,2830,Kids,7,3.13,2.50,,
01/01/2016,Nike,3148,Home,6,0.99,0.25,,
01/01/2016,Adidas,4700,Womens,9,9.55,9.05,,
01/01/2016,Adidas,2158,Juniors,4,10.00,8.88,,
01/01/2016,Nike,3018,Equipment,2,2.49,0.25,,
01/01/2016,Adidas,3179,Mens,2,3.99,1.75,,
01/01/2016,Adidas,2141,Womens,1,12.99,8.50,,
01/01/2016,Adidas,4740,Womens,1,12.99,8.50,,
01/01/2016,Adidas,5011,Kids,3,6.00,4.50,,
01/01/2016,Adidas,5082,Kids,3,6.00,4.50,,
01/01/2016,Nike,2020,Equipment,3,3.50,2.00,,
01/01/2016,Adidas,2609,Kids,9,5.00,4.50,,
01/01/2016,Nike,2650,Kids,9,3.00,2.50,,
01/01/2016,Nike,2800,Womens,17,10.06,9.80,,
01/01/2016,Adidas,3977,Kids,3,4.00,2.50,,
01/01/2016,Nike,4558,Mens,3,3.00,1.50,,
01/01/2016,Adidas,4825,Kids,3,2.00,0.50,,
01/01/2016,Adidas,4802,Juniors,2,5.00,2.75,,
01/01/2016,Adidas,2609,Kids,5,3.60,2.67,,
01/01/2016,Nike,2480,Juniors,36,4.50,4.37,,
01/01/2016,Adidas,3280,Womens,2,5.50,3.13,,
01/01/2016,Nike,4558,Kids,2,3.99,1.57,,
01/01/2016,Nike,2350,Kids,17,0.98,0.69,,
01/01/2016,Nike,3148,Accessories,11,1.44,1.00,,
01/01/2016,Adidas,5043,Home,53,2.46,2.37,,
01/01/2016,Nike,4068,Mens,7,1.14,0.44,,
01/01/2016,Nike,6330,Hosiery,10,0.99,0.50,,
01/01/2016,Nike,2650,Kids,3,1.99,0.35,,
01/01/2016,Adidas,2790,Womens,15,15.33,15.00,,
01/01/2016,Adidas,4740,Equipment,5,1.89,0.90,,
01/01/2016,Adidas,6027,Womens,9,4.96,4.41,,
01/01/2016,Nike,4215,Juniors,7,6.71,6.00,,
01/01/2016,Nike,3066,Juniors,8,6.62,6.00,,
01/01/2016,Adidas,2120,Juniors,7,5.85,5.14,,
01/01/2016,Adidas,4655,Womens,3,16.66,15.00,,
01/01/2016,Adidas,4802,Mens,2,4.99,2.50,,
01/01/2016,Adidas,2064,Womens,1,14.99,10.00,,
01/01/2016,Nike,2067,Accessories,1,5.99,1.00,,
01/01/2016,Adidas,2120,Womens,4,11.25,10.00,,
01/01/2016,Adidas,2131,Womens,1,19.99,15.00,,
01/01/2016,Nike,2350,Accessories,1,5.99,1.00,,
01/01/2016,Adidas,2609,Womens,1,14.99,10.00,,
01/01/2016,Nike,3066,Accessories,1,5.99,1.00,,
01/01/2016,Nike,3076,Accessories,1,5.99,1.00,,
01/01/2016,Adidas,3630,Womens,1,14.99,10.00,,
01/01/2016,Nike,4068,Juniors,1,14.99,10.00,,
01/01/2016,Nike,4509,Accessories,1,5.99,1.00,,
01/01/2016,Adidas,4655,Mens,1,9.99,5.00,,
01/01/2016,Adidas,4825,Juniors,1,14.99,10.00,,
01/01/2016,Adidas,4870,Mens,1,9.99,5.00,,
01/01/2016,Adidas,6027,Mens,1,7.99,3.00,,
01/01/2016,Adidas,870,Home,4,3.50,2.25,,
01/01/2016,Adidas,2064,Mens,2,7.00,4.50,,
01/01/2016,Nike,2800,Accessories,23,2.22,2.00,,
01/01/2016,Adidas,5011,Kids,5,4.00,3.00,,
01/01/2016,Adidas,5011,Juniors,1,14.00,9.00,,
01/01/2016,Adidas,6112,Home,4,3.50,2.25,,
01/01/2016,Nike,3066,Juniors,32,11.64,11.48,,
01/01/2016,Adidas,870,Accessories,10,1.49,0.97,,
01/01/2016,Adidas,4655,Kids,4,1.80,0.50,,
01/01/2016,Nike,2795,Kids,3,4.99,3.25,,
01/01/2016,Nike,3148,Juniors,9,9.11,8.53,,
01/01/2016,Adidas,3500,Mens,2,5.49,2.88,,
01/01/2016,Adidas,7010,Accessories,4,10.25,8.94,,
01/01/2016,Adidas,2064,Mens,3,7.00,5.25,,
01/01/2016,Adidas,2120,Juniors,1,7.99,2.74,,
01/01/2016,Adidas,3429,Juniors,1,7.99,2.74,,
01/01/2016,Nike,3551,Equipment,70,0.55,0.48,,
01/01/2016,Adidas,4305,Home,3,5.00,3.24,,
01/01/2016,Adidas,3500,Accessories,17,4.23,3.92,,
01/01/2016,Nike,4551,Womens,150,2.71,2.67,,
01/01/2016,Nike,3353,Hosiery,4,1.99,0.65,,
01/01/2016,Adidas,3931,Groceries,20,2.77,2.50,,
